user_id,role,recommendation_rank,movie_id,title,genres,raw_pmf_ranking_score,clipped_displayed_rating,global_mean_contribution,user_bias_contribution,item_bias_contribution,total_latent_dot_product,top_factor_1_index,top_factor_1_contribution,top_factor_2_index,top_factor_2_contribution,top_factor_3_index,top_factor_3_contribution,top_factor_contributions,component_sum,reconstruction_error,nearest_known_movie_id,nearest_known_title,nearest_known_genres,nearest_known_rating,nearest_known_similarity,common_genres
2505,train_profile_less_accurate,1,1198,Raiders of the Lost Ark (1981),Action|Adventure,4.907337366990483,4.907337366990483,3.5821125507354736,0.13808965682983398,0.9097560048103333,0.2773791546148423,33,-0.030788455904713352,58,0.025719966496522417,15,0.025511483205058028,"[{""contribution"": -0.030788455904713352, ""factor_index"": 33}, {""contribution"": 0.025719966496522417, ""factor_index"": 58}, {""contribution"": 0.025511483205058028, ""factor_index"": 15}]",4.907337366990483,0.0,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,5.0,0.8295136276278661,Action|Adventure
2505,train_profile_less_accurate,2,2762,"Sixth Sense, The (1999)",Thriller,4.894680938692588,4.894680938692588,3.5821125507354736,0.13808965682983398,0.7999122738838196,0.3745664572434608,92,0.039822109267812156,45,0.029002057408793913,29,0.028093793853893212,"[{""contribution"": 0.039822109267812156, ""factor_index"": 92}, {""contribution"": 0.029002057408793913, ""factor_index"": 45}, {""contribution"": 0.028093793853893212, ""factor_index"": 29}]",4.894680938692588,0.0,356,Forrest Gump (1994),Comedy|Romance|War,5.0,0.4490389042235659,
2505,train_profile_less_accurate,3,1036,Die Hard (1988),Action|Thriller,4.889668421685626,4.889668421685626,3.5821125507354736,0.13808965682983398,0.5111145377159119,0.6583516764044072,123,0.047019024829735745,117,0.03657473032111547,100,0.034552003195606584,"[{""contribution"": 0.047019024829735745, ""factor_index"": 123}, {""contribution"": 0.03657473032111547, ""factor_index"": 117}, {""contribution"": 0.034552003195606584, ""factor_index"": 100}]",4.889668421685626,0.0,589,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller,5.0,0.7190672421551119,Action|Thriller
2505,train_profile_less_accurate,4,318,"Shawshank Redemption, The (1994)",Drama,4.855111566191772,4.855111566191772,3.5821125507354736,0.13808965682983398,0.9733729958534241,0.16153636277303965,33,0.04004773091352121,100,0.027637440963256044,18,0.02188490959024847,"[{""contribution"": 0.04004773091352121, ""factor_index"": 33}, {""contribution"": 0.027637440963256044, ""factor_index"": 100}, {""contribution"": 0.02188490959024847, ""factor_index"": 18}]",4.855111566191772,0.0,356,Forrest Gump (1994),Comedy|Romance|War,5.0,0.6020921033846115,
2505,train_profile_less_accurate,5,3916,Remember the Titans (2000),Drama,4.791328532644664,4.791328532644664,3.5821125507354736,0.13808965682983398,0.2481795847415924,0.8229467403377642,33,0.11153697232252036,123,0.06140969477090463,80,0.04764904669142034,"[{""contribution"": 0.11153697232252036, ""factor_index"": 33}, {""contribution"": 0.06140969477090463, ""factor_index"": 123}, {""contribution"": 0.04764904669142034, ""factor_index"": 80}]",4.791328532644664,0.0,150,Apollo 13 (1995),Drama,4.0,0.573361909967819,Drama
2505,train_profile_less_accurate,6,2905,Sanjuro (1962),Action|Adventure,4.767437307404514,4.767437307404514,3.5821125507354736,0.13808965682983398,1.048608422279358,-0.0013733224401513318,123,-0.03260386475105492,117,-0.015695988643860792,85,-0.01276003842685225,"[{""contribution"": -0.03260386475105492, ""factor_index"": 123}, {""contribution"": -0.015695988643860792, ""factor_index"": 117}, {""contribution"": -0.01276003842685225, ""factor_index"": 85}]",4.767437307404514,0.0,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,5.0,0.3624674712363162,Action|Adventure
2505,train_profile_less_accurate,7,2571,"Matrix, The (1999)",Action|Sci-Fi|Thriller,4.754076283938,4.754076283938,3.5821125507354736,0.13808965682983398,0.6954910159111023,0.33838306046159006,29,0.06796325426953942,79,0.041903260283932875,44,0.036575242805797936,"[{""contribution"": 0.06796325426953942, ""factor_index"": 29}, {""contribution"": 0.041903260283932875, ""factor_index"": 79}, {""contribution"": 0.036575242805797936, ""factor_index"": 44}]",4.754076283938,0.0,589,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller,5.0,0.4731041108815312,Action|Sci-Fi|Thriller
2505,train_profile_less_accurate,8,2197,Firelight (1997),Drama,4.7449798685308755,4.7449798685308755,3.5821125507354736,0.13808965682983398,0.6935484409332275,0.33122922003234007,33,0.050894338055261557,29,0.027706911815461588,117,0.02674063274250793,"[{""contribution"": 0.050894338055261557, ""factor_index"": 33}, {""contribution"": 0.027706911815461588, ""factor_index"": 29}, {""contribution"": 0.02674063274250793, ""factor_index"": 117}]",4.7449798685308755,0.0,1101,Top Gun (1986),Action|Romance,5.0,0.3613917199828896,
2505,train_profile_less_accurate,9,3578,Gladiator (2000),Action|Drama,4.744871471108578,4.744871471108578,3.5821125507354736,0.13808965682983398,0.5279924869537354,0.49667677658953435,33,0.048942767433572065,29,0.04583832337408844,100,0.03801561501392836,"[{""contribution"": 0.048942767433572065, ""factor_index"": 33}, {""contribution"": 0.04583832337408844, ""factor_index"": 29}, {""contribution"": 0.03801561501392836, ""factor_index"": 100}]",4.744871471108578,0.0,110,Braveheart (1995),Action|Drama|War,5.0,0.6044681006147329,Action|Drama
2505,train_profile_less_accurate,10,3753,"Patriot, The (2000)",Action|Drama|War,4.744471664441466,4.744471664441466,3.5821125507354736,0.13808965682983398,0.08839282393455505,0.9358766329416033,123,0.08310941883571221,117,0.08153494912878578,33,0.07691062002406479,"[{""contribution"": 0.08310941883571221, ""factor_index"": 123}, {""contribution"": 0.08153494912878578, ""factor_index"": 117}, {""contribution"": 0.07691062002406479, ""factor_index"": 33}]",4.744471664441466,0.0,1608,Air Force One (1997),Action|Thriller,5.0,0.5855147950767977,Action
