user_id,role,recommendation_rank,movie_id,title,genres,raw_pmf_ranking_score,clipped_displayed_rating,global_mean_contribution,user_bias_contribution,item_bias_contribution,total_latent_dot_product,top_factor_1_index,top_factor_1_contribution,top_factor_2_index,top_factor_2_contribution,top_factor_3_index,top_factor_3_contribution,top_factor_contributions,component_sum,reconstruction_error,nearest_known_movie_id,nearest_known_title,nearest_known_genres,nearest_known_rating,nearest_known_similarity,common_genres
133,test_case,1,213,Burnt By the Sun (Utomlyonnye solntsem) (1994),Drama,4.945301099619365,4.945301099619365,3.5821125507354736,0.0007837229059077799,0.34213730692863464,1.0202675190493489,122,0.06408201628431698,102,0.062272293402942935,74,0.05806845259638038,"[{""contribution"": 0.06408201628431698, ""factor_index"": 122}, {""contribution"": 0.062272293402942935, ""factor_index"": 102}, {""contribution"": 0.05806845259638038, ""factor_index"": 74}]",4.945301099619365,0.0,1670,Welcome To Sarajevo (1997),Drama|War,4.0,0.4439981654870516,Drama
133,test_case,2,1035,"Sound of Music, The (1965)",Musical,4.851777564085376,4.851777564085376,3.5821125507354736,0.0007837229059077799,0.2997414469718933,0.969139843472101,74,0.12144872981549426,69,0.08334371255627415,54,0.0792859707026281,"[{""contribution"": 0.12144872981549426, ""factor_index"": 74}, {""contribution"": 0.08334371255627415, ""factor_index"": 69}, {""contribution"": 0.0792859707026281, ""factor_index"": 54}]",4.851777564085376,0.0,1959,Out of Africa (1985),Drama|Romance,4.0,0.4346394349369706,
133,test_case,3,2197,Firelight (1997),Drama,4.8228464829109745,4.8228464829109745,3.5821125507354736,0.0007837229059077799,0.6935484409332275,0.5464017683363659,33,0.05339371284602379,88,0.03928722274327523,51,0.032244929328868466,"[{""contribution"": 0.05339371284602379, ""factor_index"": 33}, {""contribution"": 0.03928722274327523, ""factor_index"": 88}, {""contribution"": 0.032244929328868466, ""factor_index"": 51}]",4.8228464829109745,0.0,2146,St. Elmo's Fire (1985),Drama|Romance,5.0,0.4852390356052908,Drama
133,test_case,4,2609,"King of Masks, The (Bian Lian) (1996)",Drama,4.771041017803928,4.771041017803928,3.5821125507354736,0.0007837229059077799,0.6262179017066956,0.5619268424558514,74,0.057717880821217094,0,0.054446543841825346,51,0.05403751296285009,"[{""contribution"": 0.057717880821217094, ""factor_index"": 74}, {""contribution"": 0.054446543841825346, ""factor_index"": 0}, {""contribution"": 0.05403751296285009, ""factor_index"": 51}]",4.771041017803928,0.0,1545,Ponette (1996),Drama,5.0,0.45630103887753526,Drama
133,test_case,5,2431,Patch Adams (1998),Comedy|Drama,4.754147045861465,4.754147045861465,3.5821125507354736,0.0007837229059077799,-0.5363319516181946,1.707582723838279,123,0.12564559311643464,122,0.12406647986232144,6,0.1035389982928141,"[{""contribution"": 0.12564559311643464, ""factor_index"": 123}, {""contribution"": 0.12406647986232144, ""factor_index"": 122}, {""contribution"": 0.1035389982928141, ""factor_index"": 6}]",4.754147045861465,0.0,3579,I Dreamed of Africa (2000),Drama,5.0,0.6277570635024864,Drama
133,test_case,6,932,"Affair to Remember, An (1957)",Romance,4.729381343126883,4.729381343126883,3.5821125507354736,0.0007837229059077799,0.323691189289093,0.8227938801964093,123,0.1258979737786703,74,0.09006042821771487,122,0.056997478191007644,"[{""contribution"": 0.1258979737786703, ""factor_index"": 123}, {""contribution"": 0.09006042821771487, ""factor_index"": 74}, {""contribution"": 0.056997478191007644, ""factor_index"": 122}]",4.729381343126883,0.0,1124,On Golden Pond (1981),Drama,4.0,0.38854130157583505,
133,test_case,7,2443,Playing by Heart (1998),Drama|Romance,4.7126054989783475,4.7126054989783475,3.5821125507354736,0.0007837229059077799,0.031691405922174454,1.0980178194147918,33,0.08679301297730646,51,0.08224935798807564,6,0.07800831889720428,"[{""contribution"": 0.08679301297730646, ""factor_index"": 33}, {""contribution"": 0.08224935798807564, ""factor_index"": 51}, {""contribution"": 0.07800831889720428, ""factor_index"": 6}]",4.7126054989783475,0.0,491,"Man Without a Face, The (1993)",Drama,4.0,0.5094567877040006,Drama
133,test_case,8,2067,Doctor Zhivago (1965),Drama|Romance|War,4.700546029963457,4.700546029963457,3.5821125507354736,0.0007837229059077799,0.463540256023407,0.6541095002986688,12,0.06472385351120336,123,0.06091963243855414,48,0.06083034967722778,"[{""contribution"": 0.06472385351120336, ""factor_index"": 12}, {""contribution"": 0.06091963243855414, ""factor_index"": 123}, {""contribution"": 0.06083034967722778, ""factor_index"": 48}]",4.700546029963457,0.0,1959,Out of Africa (1985),Drama|Romance,4.0,0.46460001656749483,Drama|Romance
133,test_case,9,2106,Swing Kids (1993),Drama|War,4.66321317275208,4.66321317275208,3.5821125507354736,0.0007837229059077799,-0.24149298667907715,1.3218098857897753,122,0.11585392847273113,85,0.07706027405027527,51,0.06607597416802946,"[{""contribution"": 0.11585392847273113, ""factor_index"": 122}, {""contribution"": 0.07706027405027527, ""factor_index"": 85}, {""contribution"": 0.06607597416802946, ""factor_index"": 51}]",4.66321317275208,0.0,1619,Seven Years in Tibet (1997),Drama|War,4.0,0.5503457506363901,Drama|War
133,test_case,10,848,"Spitfire Grill, The (1996)",Drama,4.623923958563017,4.623923958563017,3.5821125507354736,0.0007837229059077799,-0.0894731655716896,1.1305008504933256,123,0.14686148854367254,122,0.06284472581079115,127,0.047640090863573015,"[{""contribution"": 0.14686148854367254, ""factor_index"": 123}, {""contribution"": 0.06284472581079115, ""factor_index"": 122}, {""contribution"": 0.047640090863573015, ""factor_index"": 127}]",4.623923958563017,0.0,3579,I Dreamed of Africa (2000),Drama,5.0,0.4237896266555798,Drama
